s = "0";
d = "97";
A = {<"0","1",71,76>,
<"37","36",27,27>,
<"43","36",69,77>,
<"37","38",135,140>,
<"37","44",21,21>,
<"38","37",176,176>,
<"44","37",18,19>,
<"38","39",103,120>,
<"38","45",15,17>,
<"39","38",134,143>,
<"45","38",22,24>,
<"39","40",127,127>,
<"39","46",174,205>,
<"40","39",160,166>,
<"46","39",31,35>,
<"40","41",93,96>,
<"40","47",104,115>,
<"41","40",105,105>,
<"47","40",116,119>,
<"41","48",177,177>,
<"48","41",60,62>,
<"42","43",62,62>,
<"42","49",210,210>,
<"43","42",154,158>,
<"49","42",50,54>,
<"43","44",167,175>,
<"43","50",138,138>,
<"44","43",29,30>,
<"50","43",171,193>,
<"44","45",8,9>,
<"44","51",165,179>,
<"45","44",182,195>,
<"51","44",141,151>,
<"45","46",48,53>,
<"45","52",26,27>,
<"46","45",80,90>,
<"52","45",208,212>,
<"46","47",78,83>,
<"46","53",55,61>,
<"47","46",190,194>,
<"53","46",109,115>,
<"47","48",34,37>,
<"47","54",108,109>,
<"48","47",52,58>,
<"54","47",179,187>,
<"48","55",154,175>,
<"55","48",198,198>,
<"49","50",52,54>,
<"49","56",131,148>,
<"50","49",109,128>,
<"56","49",1,2>,
<"50","51",54,55>,
<"50","57",75,75>,
<"51","50",33,36>,
<"57","50",86,86>,
<"51","52",67,71>,
<"51","58",128,134>,
<"52","51",18,20>,
<"58","51",136,136>,
<"52","53",203,203>,
<"52","59",72,73>,
<"53","52",25,25>,
<"59","52",114,115>,
<"53","54",150,163>,
<"53","60",12,12>,
<"54","53",158,163>,
<"60","53",145,152>,
<"54","55",35,37>,
<"54","61",186,202>,
<"55","54",57,57>,
<"61","54",72,73>,
<"55","62",184,201>,
<"62","55",156,156>,
<"56","57",150,150>,
<"56","63",71,72>,
<"57","56",156,158>,
<"63","56",72,79>,
<"57","58",161,169>,
<"57","64",20,22>,
<"58","57",182,212>,
<"64","57",117,121>,
<"58","59",80,84>,
<"58","65",80,81>,
<"59","58",105,111>,
<"65","58",194,202>,
<"59","60",15,16>,
<"59","66",8,9>,
<"60","59",45,50>,
<"66","59",141,167>,
<"60","61",206,216>,
<"60","67",24,26>,
<"61","60",1,1>,
<"67","60",152,152>,
<"61","62",38,41>,
<"61","68",72,74>,
<"62","61",148,166>,
<"68","61",150,160>,
<"62","69",59,59>,
<"69","62",167,169>,
<"63","64",146,149>,
<"63","70",2,2>,
<"64","63",150,153>,
<"70","63",17,17>,
<"64","65",83,83>,
<"64","71",91,91>,
<"65","64",55,55>,
<"71","64",146,149>,
<"65","66",59,59>,
<"65","72",78,78>,
<"66","65",63,65>,
<"72","65",108,114>,
<"66","67",138,149>,
<"66","73",14,16>,
<"67","66",199,203>,
<"73","66",91,103>,
<"67","68",130,158>,
<"67","74",110,112>,
<"68","67",149,168>,
<"74","67",146,146>,
<"68","69",160,163>,
<"68","75",151,151>,
<"69","68",163,164>,
<"75","68",80,87>,
<"69","76",129,129>,
<"76","69",64,73>,
<"70","71",179,181>,
<"70","77",52,53>,
<"71","70",151,153>,
<"77","70",147,150>,
<"71","72",95,95>,
<"71","78",99,99>,
<"72","71",154,172>,
<"78","71",147,152>,
<"72","73",153,153>,
<"72","79",19,21>,
<"73","72",42,42>,
<"79","72",10,11>,
<"73","74",40,43>,
<"73","80",31,31>,
<"74","73",50,54>,
<"80","73",34,37>,
<"74","75",117,127>,
<"74","81",29,29>,
<"75","74",135,156>,
<"81","74",44,46>,
<"75","76",0,1>,
<"75","82",117,130>,
<"76","75",66,73>,
<"82","75",8,8>,
<"76","83",30,35>,
<"83","76",95,101>,
<"77","78",156,156>,
<"77","84",98,98>,
<"78","77",147,152>,
<"84","77",164,168>,
<"78","79",97,109>,
<"78","85",128,147>,
<"79","78",167,167>,
<"85","78",79,93>,
<"79","80",45,47>,
<"79","86",50,50>,
<"80","79",77,77>,
<"86","79",178,178>,
<"80","81",60,63>,
<"80","87",131,131>,
<"81","80",29,32>,
<"87","80",53,56>,
<"81","82",168,178>,
<"81","88",156,156>,
<"82","81",110,115>,
<"88","81",166,174>,
<"82","83",186,189>,
<"82","89",30,31>,
<"83","82",134,136>,
<"89","82",148,152>,
<"83","90",147,162>,
<"90","83",140,144>,
<"84","85",186,186>,
<"84","91",171,174>,
<"85","84",5,5>,
<"91","84",171,177>,
<"85","86",78,91>,
<"85","92",67,67>,
<"86","85",67,71>,
<"92","85",6,7>,
<"86","87",57,59>,
<"86","93",28,30>,
<"87","86",145,169>,
<"93","86",85,85>,
<"87","88",165,190>,
<"87","94",135,150>,
<"88","87",160,163>,
<"94","87",93,104>,
<"88","89",158,175>,
<"88","95",106,109>,
<"89","88",67,79>,
<"95","88",72,74>,
<"89","90",116,129>,
<"89","96",192,193>,
<"90","89",125,132>,
<"96","89",148,151>,
<"90","97",80,80>,
<"97","90",162,163>,
<"92","93",3,3>,
<"93","92",155,157>,
<"93","94",72,74>,
<"94","93",97,109>,
<"94","95",200,200>,
<"95","94",0,0>,
<"95","96",73,75>,
<"96","95",90,95>,
<"96","97",137,147>,
<"97","96",115,115>};
L = 1058;
U = 1127;
